"window_size","test_date","EWA","V2","V3","V4","QRA2","QRA3","QRA4","GQRA2","GQRA3","GQRA4"
3,2020-07-25,26.7800470579015,28.3564220238915,25.2491603117845,25.4609476488495,32.5436906799877,26.2572053211947,26.3374407016571,29.9587650105747,37.8126567120751,25.3026478594045
3,2020-08-01,61.4525769630912,54.8033242997758,40.5754348627543,40.1390340954628,67.4029248155435,49.0769253574528,48.0100428924831,64.0517638319401,72.9984958567737,41.5565105701659
4,2020-06-06,94.9640622452038,94.4152579717555,54.674879263143,53.7033563816435,97.6192078814082,51.3233670395298,49.8886207144428,97.8358031287492,56.4251614660011,51.5210444794256
4,2020-06-13,94.0367708191994,91.258255610377,61.4490911707666,60.4890501714656,98.5296569117708,56.0568999553242,56.0091742055319,98.7939586004393,75.1818105214938,57.3814684935871
4,2020-06-20,78.7837206961413,76.5445680877974,64.2270443008625,63.2037305411846,86.5316356743297,70.791263690131,72.3555000769806,86.4390154463165,94.9800343926588,69.831442680008
4,2020-06-27,82.6630109454902,71.3881729936787,58.5940516095295,57.5551398955082,85.8150867169324,58.2582068865141,57.417482846923,71.9529152522115,58.6261475844422,57.4133234633349
4,2020-07-04,25.3592626263574,32.17711264151,66.6547407541217,65.1067791896443,31.120183081592,61.2863744496311,66.4313971578681,35.0076246724556,100.617595721907,64.8516206940525
4,2020-07-11,27.4657564976164,46.0446705961985,40.795851265253,39.0400699568966,41.3837946809339,47.9515591113558,46.775032001463,39.2065385718018,123.334323037239,46.4080092307519
4,2020-07-18,29.8724938554658,31.2702300173136,32.0129783141507,32.4806158337579,39.3944778363985,38.4377887583264,39.031973675656,34.7563687595688,95.0558707334821,38.1658672768741
4,2020-07-25,26.7800470579015,31.9435834723661,28.6013784344644,28.8794270291069,27.6487590075049,28.6170893436121,35.4617844553028,30.3079232374343,38.0668399785718,28.1212753967586
4,2020-08-01,61.4525769630912,55.4609450356242,41.7769283415957,41.5203157945139,63.5486384346168,42.7926705243626,42.4460027140377,71.4586839021297,65.2398987640669,39.1350065032893
