"quantile","target_end_date","location","target","truth","value","model","window_size"
0.35,2020-12-12,"42","1 wk ahead cum death",12371,12052.2434362035,"QNA3",4
0.35,2020-12-12,"40","1 wk ahead cum death",2042,2022.91326815208,"QNA3",4
0.35,2020-12-12,"02","1 wk ahead cum death",176,158.197804387709,"QNA3",4
0.35,2020-12-12,"48","1 wk ahead cum death",24542,23881.2062610904,"QNA3",4
0.35,2020-12-12,"US","1 wk ahead cum death",298158,295047.776612625,"QNA3",4
0.35,2020-12-12,"55","1 wk ahead cum death",4324,4244.03338823577,"QNA3",4
0.35,2020-12-12,"45","1 wk ahead cum death",4685,4669.3810829868,"QNA3",4
0.35,2020-12-12,"16","1 wk ahead cum death",1169,1119.77893274511,"QNA3",4
0.35,2020-12-12,"04","1 wk ahead cum death",7322,7219.41704147911,"QNA3",4
0.35,2020-12-12,"49","1 wk ahead cum death",1038,1002.76700974466,"QNA3",4
0.35,2020-12-12,"44","1 wk ahead cum death",1509,1471.32326542648,"QNA3",4
0.35,2020-12-12,"31","1 wk ahead cum death",1365,1312.23475706838,"QNA3",4
0.35,2020-12-12,"23","1 wk ahead cum death",257,262.124332107292,"QNA3",4
0.35,2020-12-12,"33","1 wk ahead cum death",600,592.370997309959,"QNA3",4
0.35,2020-12-12,"01","1 wk ahead cum death",4102,4134.83360486876,"QNA3",4
0.35,2020-12-12,"30","1 wk ahead cum death",816,796.584868807493,"QNA3",4
0.35,2020-12-12,"46","1 wk ahead cum death",1243,1228.44985863773,"QNA3",4
0.35,2020-12-12,"32","1 wk ahead cum death",2520,2448.00802997095,"QNA3",4
0.35,2020-12-12,"05","1 wk ahead cum death",2911,2816.63823328498,"QNA3",4
0.35,2020-12-12,"21","1 wk ahead cum death",2192,2222.70752760029,"QNA3",4
0.35,2020-12-12,"24","1 wk ahead cum death",5100,5031.23237924005,"QNA3",4
0.35,2020-12-12,"09","1 wk ahead cum death",5363,5326.9378356217,"QNA3",4
0.35,2020-12-12,"17","1 wk ahead cum death",15232,14928.7277385723,"QNA3",4
0.35,2020-12-12,"34","1 wk ahead cum death",17732,17652.0023539209,"QNA3",4
0.35,2020-12-12,"08","1 wk ahead cum death",3871,3607.79236051189,"QNA3",4
0.35,2020-12-12,"51","1 wk ahead cum death",4409,4347.01597793477,"QNA3",4
0.35,2020-12-12,"26","1 wk ahead cum death",11195,10943.4402482021,"QNA3",4
0.35,2020-12-12,"12","1 wk ahead cum death",19785,19749.9836155543,"QNA3",4
0.35,2020-12-12,"50","1 wk ahead cum death",95,86.3094918967056,"QNA3",4
0.35,2020-12-12,"22","1 wk ahead cum death",6767,6723.26181100106,"QNA3",4
0.35,2020-12-12,"10","1 wk ahead cum death",815,807.879620371537,"QNA3",4
0.35,2020-12-12,"39","1 wk ahead cum death",7477,7446.51975512909,"QNA3",4
0.35,2020-12-12,"18","1 wk ahead cum death",6758,6679.80419934718,"QNA3",4
0.35,2020-12-12,"35","1 wk ahead cum death",1913,1921.470366112,"QNA3",4
0.35,2020-12-12,"38","1 wk ahead cum death",1152,1093.32418352959,"QNA3",4
0.35,2020-12-12,"53","1 wk ahead cum death",2941,3089.45987011562,"QNA3",4
0.35,2020-12-12,"13","1 wk ahead cum death",10075,10165.6597299126,"QNA3",4
0.35,2020-12-12,"37","1 wk ahead cum death",5796,5820.32679958304,"QNA3",4
0.35,2020-12-12,"19","1 wk ahead cum death",3208,2844.86430262652,"QNA3",4
0.35,2020-12-12,"20","1 wk ahead cum death",2072,1998.41164480552,"QNA3",4
0.35,2020-12-12,"36","1 wk ahead cum death",35504,35409.320572148,"QNA3",4
0.35,2020-12-12,"06","1 wk ahead cum death",20977,20612.9689399076,"QNA3",4
0.35,2020-12-12,"15","1 wk ahead cum death",271,271.566663460551,"QNA3",4
0.35,2020-12-12,"25","1 wk ahead cum death",11307,11293.9791157944,"QNA3",4
0.35,2020-12-12,"28","1 wk ahead cum death",4180,4107.75063429557,"QNA3",4
0.35,2020-12-12,"54","1 wk ahead cum death",966,928.809474610414,"QNA3",4
0.35,2020-12-12,"29","1 wk ahead cum death",4602,4565.33471132858,"QNA3",4
0.35,2020-12-12,"27","1 wk ahead cum death",4418,4383.78813772631,"QNA3",4
0.4,2020-12-12,"33","1 wk ahead cum death",600,594.443122781589,"QNA3",4
0.4,2020-12-12,"32","1 wk ahead cum death",2520,2453.54795880554,"QNA3",4
0.4,2020-12-12,"40","1 wk ahead cum death",2042,2026.87071539289,"QNA3",4
0.4,2020-12-12,"31","1 wk ahead cum death",1365,1316.87130973274,"QNA3",4
0.4,2020-12-12,"41","1 wk ahead cum death",1150,1135.46252131395,"QNA3",4
0.4,2020-12-12,"26","1 wk ahead cum death",11195,10967.1891496149,"QNA3",4
0.4,2020-12-12,"34","1 wk ahead cum death",17732,17661.393611199,"QNA3",4
0.4,2020-12-12,"37","1 wk ahead cum death",5796,5828.18965874649,"QNA3",4
0.4,2020-12-12,"23","1 wk ahead cum death",257,263.506325588024,"QNA3",4
0.4,2020-12-12,"01","1 wk ahead cum death",4102,4141.19484709704,"QNA3",4
0.4,2020-12-12,"02","1 wk ahead cum death",176,158.657673911002,"QNA3",4
0.4,2020-12-12,"21","1 wk ahead cum death",2192,2228.62826017057,"QNA3",4
0.4,2020-12-12,"24","1 wk ahead cum death",5100,5035.35777155514,"QNA3",4
0.4,2020-12-12,"38","1 wk ahead cum death",1152,1095.45057149271,"QNA3",4
0.4,2020-12-12,"49","1 wk ahead cum death",1038,1005.16240788663,"QNA3",4
0.4,2020-12-12,"27","1 wk ahead cum death",4418,4393.72209518775,"QNA3",4
0.4,2020-12-12,"56","1 wk ahead cum death",321,312.374853631667,"QNA3",4
0.4,2020-12-12,"30","1 wk ahead cum death",816,798.624808698845,"QNA3",4
0.4,2020-12-12,"08","1 wk ahead cum death",3871,3619.13500600804,"QNA3",4
0.4,2020-12-12,"44","1 wk ahead cum death",1509,1474.66706320056,"QNA3",4
0.4,2020-12-12,"47","1 wk ahead cum death",5400,5290.57135776184,"QNA3",4
0.4,2020-12-12,"22","1 wk ahead cum death",6767,6728.23108818642,"QNA3",4
0.4,2020-12-12,"25","1 wk ahead cum death",11307,11301.6849182375,"QNA3",4
0.4,2020-12-12,"50","1 wk ahead cum death",95,86.9715572495678,"QNA3",4
0.4,2020-12-12,"10","1 wk ahead cum death",815,809.328227237056,"QNA3",4
0.4,2020-12-12,"35","1 wk ahead cum death",1913,1925.49323586733,"QNA3",4
0.4,2020-12-12,"US","1 wk ahead cum death",298158,295239.599045728,"QNA3",4
0.4,2020-12-12,"15","1 wk ahead cum death",271,272.083827335963,"QNA3",4
0.4,2020-12-12,"45","1 wk ahead cum death",4685,4676.82619409973,"QNA3",4
0.4,2020-12-12,"04","1 wk ahead cum death",7322,7228.18782182597,"QNA3",4
0.4,2020-12-12,"48","1 wk ahead cum death",24542,23914.8777685496,"QNA3",4
0.4,2020-12-12,"17","1 wk ahead cum death",15232,14950.3136288165,"QNA3",4
0.4,2020-12-12,"39","1 wk ahead cum death",7477,7460.82691725947,"QNA3",4
0.4,2020-12-12,"55","1 wk ahead cum death",4324,4254.07726838305,"QNA3",4
0.4,2020-12-12,"16","1 wk ahead cum death",1169,1122.23148650703,"QNA3",4
0.4,2020-12-12,"36","1 wk ahead cum death",35504,35421.4417404057,"QNA3",4
0.4,2020-12-12,"54","1 wk ahead cum death",966,932.582569358733,"QNA3",4
0.4,2020-12-12,"19","1 wk ahead cum death",3208,2851.55171288446,"QNA3",4
0.4,2020-12-12,"28","1 wk ahead cum death",4180,4113.50801163694,"QNA3",4
0.4,2020-12-12,"05","1 wk ahead cum death",2911,2823.1908533552,"QNA3",4
0.4,2020-12-12,"42","1 wk ahead cum death",12371,12074.0064965164,"QNA3",4
0.4,2020-12-12,"09","1 wk ahead cum death",5363,5333.15272748253,"QNA3",4
0.4,2020-12-12,"51","1 wk ahead cum death",4409,4354.28595456135,"QNA3",4
0.4,2020-12-12,"13","1 wk ahead cum death",10075,10175.2844392205,"QNA3",4
0.4,2020-12-12,"53","1 wk ahead cum death",2941,3095.82462306013,"QNA3",4
0.4,2020-12-12,"06","1 wk ahead cum death",20977,20634.8255519062,"QNA3",4
0.4,2020-12-12,"18","1 wk ahead cum death",6758,6692.75229267755,"QNA3",4
0.4,2020-12-12,"12","1 wk ahead cum death",19785,19769.1389733677,"QNA3",4
0.4,2020-12-12,"20","1 wk ahead cum death",2072,2007.51293636364,"QNA3",4
0.4,2020-12-12,"29","1 wk ahead cum death",4602,4576.64704874943,"QNA3",4
0.4,2020-12-12,"46","1 wk ahead cum death",1243,1228.97467369475,"QNA3",4
0.45,2020-12-12,"27","1 wk ahead cum death",4418,4403.55536475507,"QNA3",4
0.45,2020-12-12,"26","1 wk ahead cum death",11195,10996.0074808491,"QNA3",4
0.45,2020-12-12,"08","1 wk ahead cum death",3871,3628.23517587496,"QNA3",4
0.45,2020-12-12,"32","1 wk ahead cum death",2520,2458.19398795861,"QNA3",4
0.45,2020-12-12,"09","1 wk ahead cum death",5363,5339.55639978428,"QNA3",4
0.45,2020-12-12,"30","1 wk ahead cum death",816,800.683764422648,"QNA3",4
0.45,2020-12-12,"31","1 wk ahead cum death",1365,1321.29209435524,"QNA3",4
0.45,2020-12-12,"40","1 wk ahead cum death",2042,2030.61222321927,"QNA3",4
0.45,2020-12-12,"17","1 wk ahead cum death",15232,14975.5798919655,"QNA3",4
0.45,2020-12-12,"24","1 wk ahead cum death",5100,5039.91265732317,"QNA3",4
0.45,2020-12-12,"37","1 wk ahead cum death",5796,5837.14430191842,"QNA3",4
0.45,2020-12-12,"25","1 wk ahead cum death",11307,11309.1102783395,"QNA3",4
0.45,2020-12-12,"39","1 wk ahead cum death",7477,7474.21781723415,"QNA3",4
0.45,2020-12-12,"01","1 wk ahead cum death",4102,4149.88801280429,"QNA3",4
0.45,2020-12-12,"28","1 wk ahead cum death",4180,4119.1532011426,"QNA3",4
0.45,2020-12-12,"38","1 wk ahead cum death",1152,1098.09562897251,"QNA3",4
0.45,2020-12-12,"15","1 wk ahead cum death",271,273.465072804452,"QNA3",4
0.45,2020-12-12,"21","1 wk ahead cum death",2192,2235.21264765718,"QNA3",4
0.45,2020-12-12,"18","1 wk ahead cum death",6758,6706.50895040645,"QNA3",4
0.45,2020-12-12,"34","1 wk ahead cum death",17732,17671.8228306726,"QNA3",4
0.45,2020-12-12,"13","1 wk ahead cum death",10075,10184.3298752418,"QNA3",4
0.45,2020-12-12,"48","1 wk ahead cum death",24542,23944.1611995827,"QNA3",4
0.45,2020-12-12,"33","1 wk ahead cum death",600,596.298339374248,"QNA3",4
0.45,2020-12-12,"23","1 wk ahead cum death",257,264.268019131549,"QNA3",4
0.45,2020-12-12,"29","1 wk ahead cum death",4602,4588.84096830751,"QNA3",4
0.45,2020-12-12,"36","1 wk ahead cum death",35504,35431.8123808909,"QNA3",4
0.45,2020-12-12,"42","1 wk ahead cum death",12371,12093.9265230847,"QNA3",4
0.45,2020-12-12,"10","1 wk ahead cum death",815,810.040553594133,"QNA3",4
0.45,2020-12-12,"35","1 wk ahead cum death",1913,1928.86872809851,"QNA3",4
0.45,2020-12-12,"05","1 wk ahead cum death",2911,2830.23446902277,"QNA3",4
0.45,2020-12-12,"41","1 wk ahead cum death",1150,1139.36680238215,"QNA3",4
0.45,2020-12-12,"49","1 wk ahead cum death",1038,1007.70891249012,"QNA3",4
0.45,2020-12-12,"04","1 wk ahead cum death",7322,7239.62590819888,"QNA3",4
0.45,2020-12-12,"53","1 wk ahead cum death",2941,3101.67690933449,"QNA3",4
0.45,2020-12-12,"06","1 wk ahead cum death",20977,20659.0851458647,"QNA3",4
0.45,2020-12-12,"56","1 wk ahead cum death",321,314.299869375967,"QNA3",4
0.45,2020-12-12,"02","1 wk ahead cum death",176,159.790246405167,"QNA3",4
0.45,2020-12-12,"12","1 wk ahead cum death",19785,19789.1653073107,"QNA3",4
0.45,2020-12-12,"46","1 wk ahead cum death",1243,1230.00263506396,"QNA3",4
0.45,2020-12-12,"16","1 wk ahead cum death",1169,1125.87481291606,"QNA3",4
0.45,2020-12-12,"22","1 wk ahead cum death",6767,6734.27872484736,"QNA3",4
0.45,2020-12-12,"19","1 wk ahead cum death",3208,2857.2749770341,"QNA3",4
0.45,2020-12-12,"51","1 wk ahead cum death",4409,4361.03927750406,"QNA3",4
0.45,2020-12-12,"54","1 wk ahead cum death",966,937.302482490488,"QNA3",4
0.45,2020-12-12,"55","1 wk ahead cum death",4324,4264.77054985973,"QNA3",4
0.45,2020-12-12,"45","1 wk ahead cum death",4685,4683.99935983819,"QNA3",4
0.45,2020-12-12,"US","1 wk ahead cum death",298158,295450.048693133,"QNA3",4
0.45,2020-12-12,"47","1 wk ahead cum death",5400,5302.60877636729,"QNA3",4
0.45,2020-12-12,"20","1 wk ahead cum death",2072,2014.91297518782,"QNA3",4
0.45,2020-12-12,"44","1 wk ahead cum death",1509,1477.90343740294,"QNA3",4
0.45,2020-12-12,"50","1 wk ahead cum death",95,87.0593499883908,"QNA3",4
0.5,2020-12-12,"08","1 wk ahead cum death",3871,3638.73418390004,"QNA3",4
0.5,2020-12-12,"13","1 wk ahead cum death",10075,10190.7877199485,"QNA3",4
0.5,2020-12-12,"09","1 wk ahead cum death",5363,5346.87898439554,"QNA3",4
0.5,2020-12-12,"37","1 wk ahead cum death",5796,5847.4720596423,"QNA3",4
0.5,2020-12-12,"38","1 wk ahead cum death",1152,1100.0743845861,"QNA3",4
0.5,2020-12-12,"56","1 wk ahead cum death",321,316.195790087145,"QNA3",4
0.5,2020-12-12,"24","1 wk ahead cum death",5100,5044.19339925548,"QNA3",4
0.5,2020-12-12,"10","1 wk ahead cum death",815,811.403400354756,"QNA3",4
0.5,2020-12-12,"18","1 wk ahead cum death",6758,6720.40820563612,"QNA3",4
0.5,2020-12-12,"15","1 wk ahead cum death",271,273.467776582776,"QNA3",4
0.5,2020-12-12,"40","1 wk ahead cum death",2042,2035.19244458403,"QNA3",4
0.5,2020-12-12,"17","1 wk ahead cum death",15232,14995.1617275909,"QNA3",4
0.5,2020-12-12,"26","1 wk ahead cum death",11195,11018.0212195555,"QNA3",4
0.5,2020-12-12,"27","1 wk ahead cum death",4418,4412.11984622668,"QNA3",4
0.5,2020-12-12,"39","1 wk ahead cum death",7477,7487.20006995096,"QNA3",4
0.5,2020-12-12,"16","1 wk ahead cum death",1169,1128.69520943541,"QNA3",4
0.5,2020-12-12,"25","1 wk ahead cum death",11307,11316.2295670664,"QNA3",4
0.5,2020-12-12,"19","1 wk ahead cum death",3208,2862.95425313301,"QNA3",4
0.5,2020-12-12,"05","1 wk ahead cum death",2911,2836.84054383874,"QNA3",4
0.5,2020-12-12,"28","1 wk ahead cum death",4180,4123.92259678654,"QNA3",4
0.5,2020-12-12,"US","1 wk ahead cum death",298158,295600.915858848,"QNA3",4
0.5,2020-12-12,"31","1 wk ahead cum death",1365,1324.75492489628,"QNA3",4
0.5,2020-12-12,"04","1 wk ahead cum death",7322,7250.87044878997,"QNA3",4
0.5,2020-12-12,"53","1 wk ahead cum death",2941,3108.4980651375,"QNA3",4
0.5,2020-12-12,"48","1 wk ahead cum death",24542,23976.885297417,"QNA3",4
0.5,2020-12-12,"30","1 wk ahead cum death",816,802.801715734959,"QNA3",4
0.5,2020-12-12,"12","1 wk ahead cum death",19785,19811.0479067415,"QNA3",4
0.5,2020-12-12,"06","1 wk ahead cum death",20977,20683.0265363639,"QNA3",4
0.5,2020-12-12,"55","1 wk ahead cum death",4324,4274.28654268878,"QNA3",4
0.5,2020-12-12,"29","1 wk ahead cum death",4602,4599.94940202088,"QNA3",4
0.5,2020-12-12,"01","1 wk ahead cum death",4102,4158.52639404304,"QNA3",4
0.5,2020-12-12,"32","1 wk ahead cum death",2520,2462.84116108782,"QNA3",4
0.5,2020-12-12,"54","1 wk ahead cum death",966,942.021290600956,"QNA3",4
0.5,2020-12-12,"41","1 wk ahead cum death",1150,1142.35983849306,"QNA3",4
0.5,2020-12-12,"35","1 wk ahead cum death",1913,1931.67258576301,"QNA3",4
0.5,2020-12-12,"45","1 wk ahead cum death",4685,4691.94089121441,"QNA3",4
0.5,2020-12-12,"21","1 wk ahead cum death",2192,2241.02130295943,"QNA3",4
0.5,2020-12-12,"33","1 wk ahead cum death",600,598.007445998417,"QNA3",4
0.5,2020-12-12,"34","1 wk ahead cum death",17732,17682.1473847754,"QNA3",4
0.5,2020-12-12,"44","1 wk ahead cum death",1509,1481.24554497571,"QNA3",4
0.5,2020-12-12,"20","1 wk ahead cum death",2072,2022.90418952516,"QNA3",4
0.5,2020-12-12,"46","1 wk ahead cum death",1243,1232.34336789281,"QNA3",4
0.5,2020-12-12,"42","1 wk ahead cum death",12371,12112.5770750418,"QNA3",4
0.5,2020-12-12,"49","1 wk ahead cum death",1038,1010.39918034907,"QNA3",4
0.5,2020-12-12,"36","1 wk ahead cum death",35504,35443.2059965439,"QNA3",4
0.5,2020-12-12,"02","1 wk ahead cum death",176,160.703854509836,"QNA3",4
0.5,2020-12-12,"22","1 wk ahead cum death",6767,6739.29929548014,"QNA3",4
0.5,2020-12-12,"23","1 wk ahead cum death",257,265.152157755774,"QNA3",4
0.5,2020-12-12,"50","1 wk ahead cum death",95,87.5631787228405,"QNA3",4
0.5,2020-12-12,"47","1 wk ahead cum death",5400,5316.62803475446,"QNA3",4
0.5,2020-12-12,"51","1 wk ahead cum death",4409,4368.0215036198,"QNA3",4
0.55,2020-12-12,"09","1 wk ahead cum death",5363,5353.66324814127,"QNA3",4
0.55,2020-12-12,"17","1 wk ahead cum death",15232,15017.2583139061,"QNA3",4
0.55,2020-12-12,"40","1 wk ahead cum death",2042,2039.64672461534,"QNA3",4
0.55,2020-12-12,"13","1 wk ahead cum death",10075,10199.5033956194,"QNA3",4
0.55,2020-12-12,"01","1 wk ahead cum death",4102,4166.36777924518,"QNA3",4
0.55,2020-12-12,"16","1 wk ahead cum death",1169,1133.4378440103,"QNA3",4
0.55,2020-12-12,"04","1 wk ahead cum death",7322,7263.42826618077,"QNA3",4
0.55,2020-12-12,"05","1 wk ahead cum death",2911,2843.657459299,"QNA3",4
0.55,2020-12-12,"08","1 wk ahead cum death",3871,3650.05115061384,"QNA3",4
0.55,2020-12-12,"41","1 wk ahead cum death",1150,1146.20442099956,"QNA3",4
0.55,2020-12-12,"38","1 wk ahead cum death",1152,1102.10700991283,"QNA3",4
0.55,2020-12-12,"45","1 wk ahead cum death",4685,4698.13187797599,"QNA3",4
0.55,2020-12-12,"15","1 wk ahead cum death",271,274.300847868147,"QNA3",4
0.55,2020-12-12,"48","1 wk ahead cum death",24542,24003.2333383836,"QNA3",4
0.55,2020-12-12,"56","1 wk ahead cum death",321,317.528527849209,"QNA3",4
0.55,2020-12-12,"02","1 wk ahead cum death",176,164.730486034669,"QNA3",4
0.55,2020-12-12,"53","1 wk ahead cum death",2941,3114.84360384755,"QNA3",4
0.55,2020-12-12,"06","1 wk ahead cum death",20977,20707.6263405177,"QNA3",4
0.55,2020-12-12,"55","1 wk ahead cum death",4324,4284.80763748694,"QNA3",4
0.55,2020-12-12,"10","1 wk ahead cum death",815,812.50181280005,"QNA3",4
0.55,2020-12-12,"19","1 wk ahead cum death",3208,2869.10793555222,"QNA3",4
0.55,2020-12-12,"54","1 wk ahead cum death",966,946.567841248571,"QNA3",4
0.55,2020-12-12,"25","1 wk ahead cum death",11307,11323.7193396699,"QNA3",4
0.55,2020-12-12,"49","1 wk ahead cum death",1038,1013.35438483453,"QNA3",4
0.55,2020-12-12,"18","1 wk ahead cum death",6758,6731.89232914959,"QNA3",4
0.55,2020-12-12,"24","1 wk ahead cum death",5100,5049.41154532675,"QNA3",4
0.55,2020-12-12,"31","1 wk ahead cum death",1365,1328.78183317817,"QNA3",4
0.55,2020-12-12,"37","1 wk ahead cum death",5796,5855.79645979607,"QNA3",4
0.55,2020-12-12,"27","1 wk ahead cum death",4418,4420.12156237423,"QNA3",4
0.55,2020-12-12,"12","1 wk ahead cum death",19785,19830.947628292,"QNA3",4
0.55,2020-12-12,"47","1 wk ahead cum death",5400,5328.36891217428,"QNA3",4
0.55,2020-12-12,"26","1 wk ahead cum death",11195,11041.0080915097,"QNA3",4
0.55,2020-12-12,"42","1 wk ahead cum death",12371,12132.9912903153,"QNA3",4
0.55,2020-12-12,"39","1 wk ahead cum death",7477,7502.73580837119,"QNA3",4
0.55,2020-12-12,"46","1 wk ahead cum death",1243,1235.2375967637,"QNA3",4
0.55,2020-12-12,"22","1 wk ahead cum death",6767,6743.56255358199,"QNA3",4
0.55,2020-12-12,"32","1 wk ahead cum death",2520,2467.86049136131,"QNA3",4
0.55,2020-12-12,"US","1 wk ahead cum death",298158,295780.93489154,"QNA3",4
0.55,2020-12-12,"21","1 wk ahead cum death",2192,2247.8142304124,"QNA3",4
0.55,2020-12-12,"35","1 wk ahead cum death",1913,1935.11221385684,"QNA3",4
0.55,2020-12-12,"23","1 wk ahead cum death",257,266.109012640104,"QNA3",4
0.55,2020-12-12,"36","1 wk ahead cum death",35504,35454.09685707,"QNA3",4
0.55,2020-12-12,"44","1 wk ahead cum death",1509,1484.11046485743,"QNA3",4
0.55,2020-12-12,"20","1 wk ahead cum death",2072,2031.89550353567,"QNA3",4
0.55,2020-12-12,"29","1 wk ahead cum death",4602,4613.644711618,"QNA3",4
0.55,2020-12-12,"30","1 wk ahead cum death",816,805.766697977541,"QNA3",4
0.55,2020-12-12,"50","1 wk ahead cum death",95,88.4930330093394,"QNA3",4
0.55,2020-12-12,"28","1 wk ahead cum death",4180,4130.15901942481,"QNA3",4
0.55,2020-12-12,"51","1 wk ahead cum death",4409,4374.35848035384,"QNA3",4
0.55,2020-12-12,"34","1 wk ahead cum death",17732,17691.2948448777,"QNA3",4
0.55,2020-12-12,"33","1 wk ahead cum death",600,600.371905222225,"QNA3",4
0.6,2020-12-12,"15","1 wk ahead cum death",271,274.97361213484,"QNA3",4
0.6,2020-12-12,"31","1 wk ahead cum death",1365,1334.0487157965,"QNA3",4
0.6,2020-12-12,"40","1 wk ahead cum death",2042,2044.3562925657,"QNA3",4
0.6,2020-12-12,"48","1 wk ahead cum death",24542,24037.5535476083,"QNA3",4
0.6,2020-12-12,"42","1 wk ahead cum death",12371,12156.564587308,"QNA3",4
0.6,2020-12-12,"53","1 wk ahead cum death",2941,3122.94386254254,"QNA3",4
0.6,2020-12-12,"06","1 wk ahead cum death",20977,20735.0348605867,"QNA3",4
0.6,2020-12-12,"47","1 wk ahead cum death",5400,5342.4368157448,"QNA3",4
0.6,2020-12-12,"08","1 wk ahead cum death",3871,3660.25597956501,"QNA3",4
0.6,2020-12-12,"50","1 wk ahead cum death",95,89.1749079877975,"QNA3",4
0.6,2020-12-12,"18","1 wk ahead cum death",6758,6745.92339434363,"QNA3",4
0.6,2020-12-12,"54","1 wk ahead cum death",966,950.139481564442,"QNA3",4
0.6,2020-12-12,"32","1 wk ahead cum death",2520,2474.32571444454,"QNA3",4
0.6,2020-12-12,"41","1 wk ahead cum death",1150,1150.14412711448,"QNA3",4
0.6,2020-12-12,"05","1 wk ahead cum death",2911,2850.80894533659,"QNA3",4
0.6,2020-12-12,"24","1 wk ahead cum death",5100,5053.66072194359,"QNA3",4
0.6,2020-12-12,"45","1 wk ahead cum death",4685,4704.55566453821,"QNA3",4
0.6,2020-12-12,"04","1 wk ahead cum death",7322,7275.37685192189,"QNA3",4
0.6,2020-12-12,"21","1 wk ahead cum death",2192,2255.2805158844,"QNA3",4
0.6,2020-12-12,"44","1 wk ahead cum death",1509,1487.00798152182,"QNA3",4
0.6,2020-12-12,"12","1 wk ahead cum death",19785,19851.1069079058,"QNA3",4
0.6,2020-12-12,"55","1 wk ahead cum death",4324,4296.5662279878,"QNA3",4
0.6,2020-12-12,"16","1 wk ahead cum death",1169,1140.81812553891,"QNA3",4
0.6,2020-12-12,"46","1 wk ahead cum death",1243,1238.01463474108,"QNA3",4
0.6,2020-12-12,"01","1 wk ahead cum death",4102,4173.97196719677,"QNA3",4
0.6,2020-12-12,"25","1 wk ahead cum death",11307,11330.3615440148,"QNA3",4
0.6,2020-12-12,"49","1 wk ahead cum death",1038,1016.754063735,"QNA3",4
0.6,2020-12-12,"09","1 wk ahead cum death",5363,5360.69708689066,"QNA3",4
0.6,2020-12-12,"35","1 wk ahead cum death",1913,1938.46214737986,"QNA3",4
0.6,2020-12-12,"38","1 wk ahead cum death",1152,1103.94178141355,"QNA3",4
0.6,2020-12-12,"13","1 wk ahead cum death",10075,10208.4827526413,"QNA3",4
0.6,2020-12-12,"17","1 wk ahead cum death",15232,15040.8720844337,"QNA3",4
0.6,2020-12-12,"51","1 wk ahead cum death",4409,4382.61529455851,"QNA3",4
0.6,2020-12-12,"30","1 wk ahead cum death",816,808.367165930815,"QNA3",4
0.6,2020-12-12,"02","1 wk ahead cum death",176,169.406964110849,"QNA3",4
0.6,2020-12-12,"33","1 wk ahead cum death",600,602.329149630545,"QNA3",4
0.6,2020-12-12,"10","1 wk ahead cum death",815,814.476612114977,"QNA3",4
0.6,2020-12-12,"22","1 wk ahead cum death",6767,6747.64320437139,"QNA3",4
0.6,2020-12-12,"36","1 wk ahead cum death",35504,35465.5872728651,"QNA3",4
0.6,2020-12-12,"39","1 wk ahead cum death",7477,7518.60034315296,"QNA3",4
0.6,2020-12-12,"56","1 wk ahead cum death",321,320.352876542765,"QNA3",4
0.6,2020-12-12,"US","1 wk ahead cum death",298158,295994.06173772,"QNA3",4
0.6,2020-12-12,"37","1 wk ahead cum death",5796,5865.11554855475,"QNA3",4
0.6,2020-12-12,"23","1 wk ahead cum death",257,266.727179424558,"QNA3",4
0.6,2020-12-12,"26","1 wk ahead cum death",11195,11066.1487829411,"QNA3",4
0.6,2020-12-12,"34","1 wk ahead cum death",17732,17700.6521009622,"QNA3",4
0.6,2020-12-12,"19","1 wk ahead cum death",3208,2876.36000395681,"QNA3",4
0.6,2020-12-12,"29","1 wk ahead cum death",4602,4627.35371744046,"QNA3",4
0.6,2020-12-12,"20","1 wk ahead cum death",2072,2041.91916797426,"QNA3",4
0.6,2020-12-12,"28","1 wk ahead cum death",4180,4135.39818770055,"QNA3",4
0.6,2020-12-12,"27","1 wk ahead cum death",4418,4430.66474456505,"QNA3",4
0.65,2020-12-12,"33","1 wk ahead cum death",600,604.218090197324,"QNA3",4
0.65,2020-12-12,"31","1 wk ahead cum death",1365,1338.20065481865,"QNA3",4
0.65,2020-12-12,"05","1 wk ahead cum death",2911,2858.59217461521,"QNA3",4
0.65,2020-12-12,"32","1 wk ahead cum death",2520,2479.46172720046,"QNA3",4
0.65,2020-12-12,"35","1 wk ahead cum death",1913,1941.72901667564,"QNA3",4
0.65,2020-12-12,"46","1 wk ahead cum death",1243,1241.41714424319,"QNA3",4
0.65,2020-12-12,"53","1 wk ahead cum death",2941,3130.35463667419,"QNA3",4
0.65,2020-12-12,"24","1 wk ahead cum death",5100,5058.80050374026,"QNA3",4
0.65,2020-12-12,"40","1 wk ahead cum death",2042,2050.92424114219,"QNA3",4
0.65,2020-12-12,"41","1 wk ahead cum death",1150,1154.56580705728,"QNA3",4
0.65,2020-12-12,"23","1 wk ahead cum death",257,267.640887567557,"QNA3",4
0.65,2020-12-12,"47","1 wk ahead cum death",5400,5355.80964349025,"QNA3",4
0.65,2020-12-12,"06","1 wk ahead cum death",20977,20776.9810742155,"QNA3",4
0.65,2020-12-12,"22","1 wk ahead cum death",6767,6754.07713602331,"QNA3",4
0.65,2020-12-12,"25","1 wk ahead cum death",11307,11338.9698421746,"QNA3",4
0.65,2020-12-12,"42","1 wk ahead cum death",12371,12183.0760257598,"QNA3",4
0.65,2020-12-12,"21","1 wk ahead cum death",2192,2264.54537545375,"QNA3",4
