"quantile","target_end_date","location","target","truth","value","model","window_size"
0.45,2020-09-26,"04","1 wk ahead cum death",5622,5596.28672240493,"QNA3",4
0.45,2020-09-26,"53","1 wk ahead cum death",2074,2085.66842487427,"QNA3",4
0.45,2020-09-26,"06","1 wk ahead cum death",15583,15577.292272275,"QNA3",4
0.45,2020-09-26,"56","1 wk ahead cum death",50,53.3493980372584,"QNA3",4
0.45,2020-09-26,"02","1 wk ahead cum death",52,48.002124167349,"QNA3",4
0.45,2020-09-26,"12","1 wk ahead cum death",14022,13850.9669079943,"QNA3",4
0.45,2020-09-26,"46","1 wk ahead cum death",218,211.890325310294,"QNA3",4
0.45,2020-09-26,"16","1 wk ahead cum death",460,468.039975911102,"QNA3",4
0.45,2020-09-26,"22","1 wk ahead cum death",5444,5464.70144741352,"QNA3",4
0.45,2020-09-26,"19","1 wk ahead cum death",1314,1313.47726061171,"QNA3",4
0.45,2020-09-26,"51","1 wk ahead cum death",3144,3151.31782805689,"QNA3",4
0.45,2020-09-26,"54","1 wk ahead cum death",337,346.138576166659,"QNA3",4
0.45,2020-09-26,"55","1 wk ahead cum death",1357,1285.65695640721,"QNA3",4
0.45,2020-09-26,"45","1 wk ahead cum death",3323,3329.16802808684,"QNA3",4
0.45,2020-09-26,"US","1 wk ahead cum death",204986,204279.026617759,"QNA3",4
0.45,2020-09-26,"47","1 wk ahead cum death",2374,2347.06411081126,"QNA3",4
0.45,2020-09-26,"20","1 wk ahead cum death",635,637.017598648472,"QNA3",4
0.45,2020-09-26,"44","1 wk ahead cum death",1107,1100.8966315319,"QNA3",4
0.45,2020-09-26,"50","1 wk ahead cum death",58,58.0297743750453,"QNA3",4
0.5,2020-09-26,"08","1 wk ahead cum death",2040,2037.95714171708,"QNA3",4
0.5,2020-09-26,"13","1 wk ahead cum death",6914,6872.20338452349,"QNA3",4
0.5,2020-09-26,"09","1 wk ahead cum death",4501,4503.73592235422,"QNA3",4
0.5,2020-09-26,"37","1 wk ahead cum death",3440,3398.20917645834,"QNA3",4
0.5,2020-09-26,"38","1 wk ahead cum death",227,206.576790648431,"QNA3",4
0.5,2020-09-26,"56","1 wk ahead cum death",50,53.7208515596526,"QNA3",4
0.5,2020-09-26,"24","1 wk ahead cum death",3925,3917.60951217373,"QNA3",4
0.5,2020-09-26,"10","1 wk ahead cum death",633,626.500476280206,"QNA3",4
0.5,2020-09-26,"18","1 wk ahead cum death",3577,3582.07886631191,"QNA3",4
0.5,2020-09-26,"15","1 wk ahead cum death",131,134.77773600535,"QNA3",4
0.5,2020-09-26,"40","1 wk ahead cum death",1004,999.88616511329,"QNA3",4
0.5,2020-09-26,"17","1 wk ahead cum death",8832,8830.32583678939,"QNA3",4
0.5,2020-09-26,"26","1 wk ahead cum death",7044,7044.47901404753,"QNA3",4
0.5,2020-09-26,"27","1 wk ahead cum death",2056,2062.81645742552,"QNA3",4
0.5,2020-09-26,"39","1 wk ahead cum death",4740,4778.48930628076,"QNA3",4
0.5,2020-09-26,"16","1 wk ahead cum death",460,469.327840719235,"QNA3",4
0.5,2020-09-26,"25","1 wk ahead cum death",9391,9390.50403612495,"QNA3",4
0.5,2020-09-26,"19","1 wk ahead cum death",1314,1314.02660553389,"QNA3",4
0.5,2020-09-26,"05","1 wk ahead cum death",1285,1275.64328196569,"QNA3",4
0.5,2020-09-26,"28","1 wk ahead cum death",2911,2908.47834208996,"QNA3",4
0.5,2020-09-26,"US","1 wk ahead cum death",204986,204308.851870254,"QNA3",4
0.5,2020-09-26,"31","1 wk ahead cum death",469,457.207959490017,"QNA3",4
0.5,2020-09-26,"04","1 wk ahead cum death",5622,5598.14715438889,"QNA3",4
0.5,2020-09-26,"53","1 wk ahead cum death",2074,2086.92911249504,"QNA3",4
0.5,2020-09-26,"48","1 wk ahead cum death",15987,15704.2057122831,"QNA3",4
0.5,2020-09-26,"30","1 wk ahead cum death",171,174.074313076865,"QNA3",4
0.5,2020-09-26,"12","1 wk ahead cum death",14022,13865.8154338008,"QNA3",4
0.5,2020-09-26,"06","1 wk ahead cum death",15583,15587.4552484994,"QNA3",4
0.5,2020-09-26,"55","1 wk ahead cum death",1357,1287.86106276615,"QNA3",4
0.5,2020-09-26,"29","1 wk ahead cum death",2054,1912.77990961041,"QNA3",4
0.5,2020-09-26,"01","1 wk ahead cum death",2501,2533.40615317819,"QNA3",4
0.5,2020-09-26,"32","1 wk ahead cum death",1582,1591.84621588212,"QNA3",4
0.5,2020-09-26,"54","1 wk ahead cum death",337,347.713800518655,"QNA3",4
0.5,2020-09-26,"41","1 wk ahead cum death",542,546.406462588732,"QNA3",4
0.5,2020-09-26,"35","1 wk ahead cum death",870,868.479786444011,"QNA3",4
0.5,2020-09-26,"45","1 wk ahead cum death",3323,3330.54917391827,"QNA3",4
0.5,2020-09-26,"21","1 wk ahead cum death",1154,1154.44083743579,"QNA3",4
0.5,2020-09-26,"33","1 wk ahead cum death",439,440.473225159439,"QNA3",4
0.5,2020-09-26,"34","1 wk ahead cum death",16103,16116.014146833,"QNA3",4
0.5,2020-09-26,"44","1 wk ahead cum death",1107,1101.26665860158,"QNA3",4
0.5,2020-09-26,"20","1 wk ahead cum death",635,638.916795727074,"QNA3",4
0.5,2020-09-26,"46","1 wk ahead cum death",218,212.838553828831,"QNA3",4
0.5,2020-09-26,"42","1 wk ahead cum death",8083,8058.30359517499,"QNA3",4
0.5,2020-09-26,"49","1 wk ahead cum death",448,453.638194463797,"QNA3",4
0.5,2020-09-26,"36","1 wk ahead cum death",33286,33159.9127918242,"QNA3",4
0.5,2020-09-26,"02","1 wk ahead cum death",52,48.0307045893828,"QNA3",4
0.5,2020-09-26,"22","1 wk ahead cum death",5444,5466.85286518433,"QNA3",4
0.5,2020-09-26,"23","1 wk ahead cum death",140,141.358118977765,"QNA3",4
0.5,2020-09-26,"50","1 wk ahead cum death",58,58.0674441133386,"QNA3",4
0.5,2020-09-26,"47","1 wk ahead cum death",2374,2350.70665916776,"QNA3",4
0.5,2020-09-26,"51","1 wk ahead cum death",3144,3157.20640246025,"QNA3",4
0.55,2020-09-26,"09","1 wk ahead cum death",4501,4504.44172214369,"QNA3",4
0.55,2020-09-26,"17","1 wk ahead cum death",8832,8833.34279121524,"QNA3",4
0.55,2020-09-26,"40","1 wk ahead cum death",1004,1000.72195609952,"QNA3",4
0.55,2020-09-26,"13","1 wk ahead cum death",6914,6876.6657948035,"QNA3",4
0.55,2020-09-26,"01","1 wk ahead cum death",2501,2535.45639319331,"QNA3",4
0.55,2020-09-26,"16","1 wk ahead cum death",460,470.418013077369,"QNA3",4
0.55,2020-09-26,"04","1 wk ahead cum death",5622,5599.46157918522,"QNA3",4
0.55,2020-09-26,"05","1 wk ahead cum death",1285,1277.51871272951,"QNA3",4
0.55,2020-09-26,"08","1 wk ahead cum death",2040,2038.12317531436,"QNA3",4
0.55,2020-09-26,"41","1 wk ahead cum death",542,547.62625873627,"QNA3",4
0.55,2020-09-26,"38","1 wk ahead cum death",227,207.408228453684,"QNA3",4
0.55,2020-09-26,"45","1 wk ahead cum death",3323,3331.56773995294,"QNA3",4
0.55,2020-09-26,"15","1 wk ahead cum death",131,134.97009853613,"QNA3",4
0.55,2020-09-26,"48","1 wk ahead cum death",15987,15707.1959893108,"QNA3",4
0.55,2020-09-26,"56","1 wk ahead cum death",50,54.165579192548,"QNA3",4
0.55,2020-09-26,"02","1 wk ahead cum death",52,48.0911126669386,"QNA3",4
0.55,2020-09-26,"53","1 wk ahead cum death",2074,2088.10199942517,"QNA3",4
0.55,2020-09-26,"06","1 wk ahead cum death",15583,15591.6986016722,"QNA3",4
0.55,2020-09-26,"55","1 wk ahead cum death",1357,1289.59576003955,"QNA3",4
0.55,2020-09-26,"10","1 wk ahead cum death",633,627.185933045987,"QNA3",4
0.55,2020-09-26,"19","1 wk ahead cum death",1314,1315.05472381467,"QNA3",4
0.55,2020-09-26,"54","1 wk ahead cum death",337,349.617513394778,"QNA3",4
0.55,2020-09-26,"25","1 wk ahead cum death",9391,9392.80287189744,"QNA3",4
0.55,2020-09-26,"49","1 wk ahead cum death",448,454.396538104345,"QNA3",4
0.55,2020-09-26,"18","1 wk ahead cum death",3577,3583.97321520266,"QNA3",4
0.55,2020-09-26,"24","1 wk ahead cum death",3925,3919.36862797907,"QNA3",4
0.55,2020-09-26,"31","1 wk ahead cum death",469,458.037437533501,"QNA3",4
0.55,2020-09-26,"37","1 wk ahead cum death",3440,3403.02058313995,"QNA3",4
0.55,2020-09-26,"27","1 wk ahead cum death",2056,2064.11278313766,"QNA3",4
0.55,2020-09-26,"12","1 wk ahead cum death",14022,13878.1055970191,"QNA3",4
0.55,2020-09-26,"47","1 wk ahead cum death",2374,2352.0074998134,"QNA3",4
0.55,2020-09-26,"26","1 wk ahead cum death",7044,7046.99223157995,"QNA3",4
0.55,2020-09-26,"42","1 wk ahead cum death",8083,8058.65805048209,"QNA3",4
0.55,2020-09-26,"39","1 wk ahead cum death",4740,4781.34263335733,"QNA3",4
0.55,2020-09-26,"46","1 wk ahead cum death",218,213.676011953683,"QNA3",4
0.55,2020-09-26,"22","1 wk ahead cum death",5444,5469.39256535285,"QNA3",4
0.55,2020-09-26,"32","1 wk ahead cum death",1582,1593.07544694203,"QNA3",4
0.55,2020-09-26,"US","1 wk ahead cum death",204986,204309.033187982,"QNA3",4
0.55,2020-09-26,"21","1 wk ahead cum death",1154,1155.29347645489,"QNA3",4
0.55,2020-09-26,"35","1 wk ahead cum death",870,869.206835024928,"QNA3",4
0.55,2020-09-26,"23","1 wk ahead cum death",140,141.381556455106,"QNA3",4
0.55,2020-09-26,"36","1 wk ahead cum death",33286,33160.0091261311,"QNA3",4
0.55,2020-09-26,"44","1 wk ahead cum death",1107,1101.95458316785,"QNA3",4
0.55,2020-09-26,"20","1 wk ahead cum death",635,639.053464673914,"QNA3",4
0.55,2020-09-26,"29","1 wk ahead cum death",2054,1915.1194567226,"QNA3",4
0.55,2020-09-26,"30","1 wk ahead cum death",171,174.868690728853,"QNA3",4
0.55,2020-09-26,"50","1 wk ahead cum death",58,58.0754514077771,"QNA3",4
0.55,2020-09-26,"28","1 wk ahead cum death",2911,2910.4172395128,"QNA3",4
0.55,2020-09-26,"51","1 wk ahead cum death",3144,3162.85835821387,"QNA3",4
0.55,2020-09-26,"34","1 wk ahead cum death",16103,16117.5491034945,"QNA3",4
0.55,2020-09-26,"33","1 wk ahead cum death",439,440.875818736406,"QNA3",4
0.6,2020-09-26,"15","1 wk ahead cum death",131,136.145534256588,"QNA3",4
0.6,2020-09-26,"31","1 wk ahead cum death",469,458.938523133237,"QNA3",4
0.6,2020-09-26,"40","1 wk ahead cum death",1004,1003.14310721841,"QNA3",4
0.6,2020-09-26,"48","1 wk ahead cum death",15987,15725.9188589537,"QNA3",4
0.6,2020-09-26,"42","1 wk ahead cum death",8083,8061.65215036096,"QNA3",4
0.6,2020-09-26,"53","1 wk ahead cum death",2074,2089.9704044646,"QNA3",4
0.6,2020-09-26,"06","1 wk ahead cum death",15583,15609.1066242575,"QNA3",4
0.6,2020-09-26,"47","1 wk ahead cum death",2374,2355.4436531646,"QNA3",4
0.6,2020-09-26,"08","1 wk ahead cum death",2040,2039.1324726995,"QNA3",4
0.6,2020-09-26,"50","1 wk ahead cum death",58,58.2329485821525,"QNA3",4
0.6,2020-09-26,"18","1 wk ahead cum death",3577,3586.37207347434,"QNA3",4
0.6,2020-09-26,"54","1 wk ahead cum death",337,351.377620585025,"QNA3",4
0.6,2020-09-26,"32","1 wk ahead cum death",1582,1595.05738629095,"QNA3",4
0.6,2020-09-26,"41","1 wk ahead cum death",542,548.688332636421,"QNA3",4
0.6,2020-09-26,"05","1 wk ahead cum death",1285,1281.42405552279,"QNA3",4
0.6,2020-09-26,"24","1 wk ahead cum death",3925,3920.56464901219,"QNA3",4
0.6,2020-09-26,"45","1 wk ahead cum death",3323,3334.78117007705,"QNA3",4
0.6,2020-09-26,"04","1 wk ahead cum death",5622,5603.33322459465,"QNA3",4
0.6,2020-09-26,"21","1 wk ahead cum death",1154,1157.18152756619,"QNA3",4
0.6,2020-09-26,"44","1 wk ahead cum death",1107,1102.93147351801,"QNA3",4
0.6,2020-09-26,"12","1 wk ahead cum death",14022,13892.8784762101,"QNA3",4
0.6,2020-09-26,"55","1 wk ahead cum death",1357,1291.89819933588,"QNA3",4
0.6,2020-09-26,"16","1 wk ahead cum death",460,471.751254706809,"QNA3",4
0.6,2020-09-26,"46","1 wk ahead cum death",218,214.555409972576,"QNA3",4
0.6,2020-09-26,"01","1 wk ahead cum death",2501,2539.81198296606,"QNA3",4
0.6,2020-09-26,"25","1 wk ahead cum death",9391,9395.73818732815,"QNA3",4
0.6,2020-09-26,"49","1 wk ahead cum death",448,455.289271712254,"QNA3",4
0.6,2020-09-26,"09","1 wk ahead cum death",4501,4505.48526829742,"QNA3",4
0.6,2020-09-26,"35","1 wk ahead cum death",870,869.558633874529,"QNA3",4
0.6,2020-09-26,"38","1 wk ahead cum death",227,208.293041050892,"QNA3",4
0.6,2020-09-26,"13","1 wk ahead cum death",6914,6884.41119008838,"QNA3",4
0.6,2020-09-26,"17","1 wk ahead cum death",8832,8836.8113347811,"QNA3",4
0.6,2020-09-26,"51","1 wk ahead cum death",3144,3169.98934312193,"QNA3",4
0.6,2020-09-26,"30","1 wk ahead cum death",171,175.668232708978,"QNA3",4
0.6,2020-09-26,"02","1 wk ahead cum death",52,48.2842104624408,"QNA3",4
0.6,2020-09-26,"33","1 wk ahead cum death",439,441.053648818555,"QNA3",4
0.6,2020-09-26,"10","1 wk ahead cum death",633,627.511036425042,"QNA3",4
0.6,2020-09-26,"22","1 wk ahead cum death",5444,5473.2388965176,"QNA3",4
0.6,2020-09-26,"36","1 wk ahead cum death",33286,33162.5675522124,"QNA3",4
0.6,2020-09-26,"39","1 wk ahead cum death",4740,4786.07624399273,"QNA3",4
0.6,2020-09-26,"56","1 wk ahead cum death",50,54.1901509588262,"QNA3",4
0.6,2020-09-26,"US","1 wk ahead cum death",204986,204387.511286169,"QNA3",4
0.6,2020-09-26,"37","1 wk ahead cum death",3440,3407.94716754063,"QNA3",4
0.6,2020-09-26,"23","1 wk ahead cum death",140,142.142680330369,"QNA3",4
0.6,2020-09-26,"26","1 wk ahead cum death",7044,7047.90975651825,"QNA3",4
0.6,2020-09-26,"34","1 wk ahead cum death",16103,16119.4424132789,"QNA3",4
0.6,2020-09-26,"19","1 wk ahead cum death",1314,1317.02115870777,"QNA3",4
0.6,2020-09-26,"29","1 wk ahead cum death",2054,1917.98438878137,"QNA3",4
0.6,2020-09-26,"20","1 wk ahead cum death",635,640.665449481086,"QNA3",4
0.6,2020-09-26,"28","1 wk ahead cum death",2911,2913.37831659697,"QNA3",4
0.6,2020-09-26,"27","1 wk ahead cum death",2056,2066.10978291682,"QNA3",4
0.65,2020-09-26,"33","1 wk ahead cum death",439,441.241363507946,"QNA3",4
0.65,2020-09-26,"31","1 wk ahead cum death",469,460.126910504823,"QNA3",4
0.65,2020-09-26,"05","1 wk ahead cum death",1285,1285.45413243688,"QNA3",4
0.65,2020-09-26,"32","1 wk ahead cum death",1582,1597.47354969471,"QNA3",4
0.65,2020-09-26,"35","1 wk ahead cum death",870,870.152972962574,"QNA3",4
0.65,2020-09-26,"46","1 wk ahead cum death",218,215.204410139098,"QNA3",4
0.65,2020-09-26,"53","1 wk ahead cum death",2074,2091.98936010002,"QNA3",4
0.65,2020-09-26,"24","1 wk ahead cum death",3925,3921.77686465663,"QNA3",4
0.65,2020-09-26,"40","1 wk ahead cum death",1004,1005.23380954168,"QNA3",4
0.65,2020-09-26,"41","1 wk ahead cum death",542,549.852914716591,"QNA3",4
0.65,2020-09-26,"23","1 wk ahead cum death",140,142.144323303939,"QNA3",4
0.65,2020-09-26,"47","1 wk ahead cum death",2374,2360.46923131621,"QNA3",4
0.65,2020-09-26,"06","1 wk ahead cum death",15583,15624.5969287719,"QNA3",4
0.65,2020-09-26,"22","1 wk ahead cum death",5444,5476.40296428861,"QNA3",4
0.65,2020-09-26,"25","1 wk ahead cum death",9391,9399.37603970928,"QNA3",4
0.65,2020-09-26,"42","1 wk ahead cum death",8083,8064.58037608963,"QNA3",4
0.65,2020-09-26,"21","1 wk ahead cum death",1154,1158.44489911823,"QNA3",4
0.65,2020-09-26,"49","1 wk ahead cum death",448,456.689716434025,"QNA3",4
0.65,2020-09-26,"38","1 wk ahead cum death",227,209.130213028388,"QNA3",4
0.65,2020-09-26,"09","1 wk ahead cum death",4501,4506.00027039685,"QNA3",4
0.65,2020-09-26,"48","1 wk ahead cum death",15987,15746.3303061761,"QNA3",4
0.65,2020-09-26,"34","1 wk ahead cum death",16103,16121.774882812,"QNA3",4
0.65,2020-09-26,"08","1 wk ahead cum death",2040,2040.19347570702,"QNA3",4
0.65,2020-09-26,"51","1 wk ahead cum death",3144,3178.54621436702,"QNA3",4
0.65,2020-09-26,"26","1 wk ahead cum death",7044,7052.91357524762,"QNA3",4
0.65,2020-09-26,"44","1 wk ahead cum death",1107,1103.42273326752,"QNA3",4
0.65,2020-09-26,"50","1 wk ahead cum death",58,58.3768819815812,"QNA3",4
0.65,2020-09-26,"36","1 wk ahead cum death",33286,33162.6526636782,"QNA3",4
0.65,2020-09-26,"39","1 wk ahead cum death",4740,4792.77082777389,"QNA3",4
0.65,2020-09-26,"54","1 wk ahead cum death",337,352.555777348382,"QNA3",4
0.65,2020-09-26,"28","1 wk ahead cum death",2911,2915.91544101653,"QNA3",4
0.65,2020-09-26,"15","1 wk ahead cum death",131,137.469527663026,"QNA3",4
0.65,2020-09-26,"30","1 wk ahead cum death",171,176.588360483536,"QNA3",4
0.65,2020-09-26,"US","1 wk ahead cum death",204986,204470.211012325,"QNA3",4
0.65,2020-09-26,"27","1 wk ahead cum death",2056,2068.04613188114,"QNA3",4
0.65,2020-09-26,"37","1 wk ahead cum death",3440,3412.46786171145,"QNA3",4
0.65,2020-09-26,"29","1 wk ahead cum death",2054,1920.90625757342,"QNA3",4
0.65,2020-09-26,"17","1 wk ahead cum death",8832,8840.70667540795,"QNA3",4
0.65,2020-09-26,"10","1 wk ahead cum death",633,628.330857851103,"QNA3",4
0.65,2020-09-26,"55","1 wk ahead cum death",1357,1293.82980331313,"QNA3",4
0.65,2020-09-26,"45","1 wk ahead cum death",3323,3338.24550988782,"QNA3",4
0.65,2020-09-26,"16","1 wk ahead cum death",460,473.198225471532,"QNA3",4
0.65,2020-09-26,"04","1 wk ahead cum death",5622,5607.93460173922,"QNA3",4
0.65,2020-09-26,"01","1 wk ahead cum death",2501,2543.36165692349,"QNA3",4
0.65,2020-09-26,"12","1 wk ahead cum death",14022,13911.7913223726,"QNA3",4
0.65,2020-09-26,"56","1 wk ahead cum death",50,54.4657970096876,"QNA3",4
0.65,2020-09-26,"20","1 wk ahead cum death",635,642.384904204593,"QNA3",4
0.65,2020-09-26,"18","1 wk ahead cum death",3577,3588.75097360335,"QNA3",4
0.65,2020-09-26,"19","1 wk ahead cum death",1314,1318.96126432143,"QNA3",4
0.65,2020-09-26,"02","1 wk ahead cum death",52,48.9501827222401,"QNA3",4
0.65,2020-09-26,"13","1 wk ahead cum death",6914,6892.58607100983,"QNA3",4
0.7,2020-09-26,"26","1 wk ahead cum death",7044,7056.35582850607,"QNA3",4
0.7,2020-09-26,"24","1 wk ahead cum death",3925,3923.4417616678,"QNA3",4
0.7,2020-09-26,"35","1 wk ahead cum death",870,871.289843502595,"QNA3",4
0.7,2020-09-26,"31","1 wk ahead cum death",469,461.840046587136,"QNA3",4
0.7,2020-09-26,"37","1 wk ahead cum death",3440,3417.52444005757,"QNA3",4
0.7,2020-09-26,"28","1 wk ahead cum death",2911,2919.08325326537,"QNA3",4
0.7,2020-09-26,"39","1 wk ahead cum death",4740,4798.19436380105,"QNA3",4
0.7,2020-09-26,"30","1 wk ahead cum death",171,178.114879487206,"QNA3",4
0.7,2020-09-26,"25","1 wk ahead cum death",9391,9402.78023350173,"QNA3",4
0.7,2020-09-26,"38","1 wk ahead cum death",227,209.627445185055,"QNA3",4
0.7,2020-09-26,"27","1 wk ahead cum death",2056,2070.15728147394,"QNA3",4
0.7,2020-09-26,"36","1 wk ahead cum death",33286,33165.7804779173,"QNA3",4
0.7,2020-09-26,"21","1 wk ahead cum death",1154,1160.31720458577,"QNA3",4
0.7,2020-09-26,"48","1 wk ahead cum death",15987,15768.1783338699,"QNA3",4
0.7,2020-09-26,"33","1 wk ahead cum death",439,441.517477297394,"QNA3",4
0.7,2020-09-26,"46","1 wk ahead cum death",218,216.290907026587,"QNA3",4
0.7,2020-09-26,"45","1 wk ahead cum death",3323,3342.0703046089,"QNA3",4
0.7,2020-09-26,"47","1 wk ahead cum death",2374,2365.72910635466,"QNA3",4
0.7,2020-09-26,"32","1 wk ahead cum death",1582,1600.28040139443,"QNA3",4
0.7,2020-09-26,"42","1 wk ahead cum death",8083,8069.15539906634,"QNA3",4
0.7,2020-09-26,"29","1 wk ahead cum death",2054,1923.63156312033,"QNA3",4
0.7,2020-09-26,"54","1 wk ahead cum death",337,354.663845477892,"QNA3",4
0.7,2020-09-26,"04","1 wk ahead cum death",5622,5614.0193248632,"QNA3",4
0.7,2020-09-26,"49","1 wk ahead cum death",448,457.153516396292,"QNA3",4
0.7,2020-09-26,"01","1 wk ahead cum death",2501,2547.10966320126,"QNA3",4
0.7,2020-09-26,"13","1 wk ahead cum death",6914,6902.00726609257,"QNA3",4
0.7,2020-09-26,"02","1 wk ahead cum death",52,49.3989658851181,"QNA3",4
0.7,2020-09-26,"40","1 wk ahead cum death",1004,1008.27394073769,"QNA3",4
0.7,2020-09-26,"23","1 wk ahead cum death",140,142.311823587076,"QNA3",4
0.7,2020-09-26,"44","1 wk ahead cum death",1107,1104.40199534025,"QNA3",4
0.7,2020-09-26,"15","1 wk ahead cum death",131,138.346968040304,"QNA3",4
0.7,2020-09-26,"22","1 wk ahead cum death",5444,5479.80335661277,"QNA3",4
0.7,2020-09-26,"10","1 wk ahead cum death",633,628.910922054053,"QNA3",4
0.7,2020-09-26,"05","1 wk ahead cum death",1285,1290.08244497679,"QNA3",4
0.7,2020-09-26,"US","1 wk ahead cum death",204986,204550.552522182,"QNA3",4
0.7,2020-09-26,"08","1 wk ahead cum death",2040,2041.60347968998,"QNA3",4
0.7,2020-09-26,"09","1 wk ahead cum death",4501,4507.40951568678,"QNA3",4
0.7,2020-09-26,"34","1 wk ahead cum death",16103,16124.6724212615,"QNA3",4
0.7,2020-09-26,"12","1 wk ahead cum death",14022,13926.6612769152,"QNA3",4
0.7,2020-09-26,"06","1 wk ahead cum death",15583,15644.8385610551,"QNA3",4
0.7,2020-09-26,"17","1 wk ahead cum death",8832,8845.46321170425,"QNA3",4
0.7,2020-09-26,"56","1 wk ahead cum death",50,55.0710637387193,"QNA3",4
0.7,2020-09-26,"50","1 wk ahead cum death",58,58.4072017148726,"QNA3",4
0.7,2020-09-26,"19","1 wk ahead cum death",1314,1320.84084086207,"QNA3",4
0.7,2020-09-26,"55","1 wk ahead cum death",1357,1295.69386400057,"QNA3",4
0.7,2020-09-26,"16","1 wk ahead cum death",460,474.802114054947,"QNA3",4
0.7,2020-09-26,"41","1 wk ahead cum death",542,551.321948535416,"QNA3",4
0.7,2020-09-26,"18","1 wk ahead cum death",3577,3591.61246131876,"QNA3",4
0.7,2020-09-26,"53","1 wk ahead cum death",2074,2094.20766229123,"QNA3",4
0.7,2020-09-26,"20","1 wk ahead cum death",635,644.590211965674,"QNA3",4
0.7,2020-09-26,"51","1 wk ahead cum death",3144,3186.20680846428,"QNA3",4
0.75,2020-09-26,"55","1 wk ahead cum death",1357,1298.79264529684,"QNA3",4
0.75,2020-09-26,"28","1 wk ahead cum death",2911,2922.56865032477,"QNA3",4
0.75,2020-09-26,"24","1 wk ahead cum death",3925,3924.52979826777,"QNA3",4
0.75,2020-09-26,"54","1 wk ahead cum death",337,356.880016164718,"QNA3",4
0.75,2020-09-26,"27","1 wk ahead cum death",2056,2072.64252524789,"QNA3",4
0.75,2020-09-26,"46","1 wk ahead cum death",218,217.303424700385,"QNA3",4
0.75,2020-09-26,"30","1 wk ahead cum death",171,178.991788995968,"QNA3",4
0.75,2020-09-26,"26","1 wk ahead cum death",7044,7060.74157554396,"QNA3",4
0.75,2020-09-26,"33","1 wk ahead cum death",439,442.005317190419,"QNA3",4
0.75,2020-09-26,"01","1 wk ahead cum death",2501,2551.44483517488,"QNA3",4
0.75,2020-09-26,"39","1 wk ahead cum death",4740,4805.72749367227,"QNA3",4
0.75,2020-09-26,"36","1 wk ahead cum death",33286,33169.6463033817,"QNA3",4
0.75,2020-09-26,"25","1 wk ahead cum death",9391,9405.89347542303,"QNA3",4
0.75,2020-09-26,"41","1 wk ahead cum death",542,552.982306523929,"QNA3",4
0.75,2020-09-26,"34","1 wk ahead cum death",16103,16127.2772381818,"QNA3",4
0.75,2020-09-26,"15","1 wk ahead cum death",131,139.871494434271,"QNA3",4
0.75,2020-09-26,"40","1 wk ahead cum death",1004,1010.8142574719,"QNA3",4
0.75,2020-09-26,"56","1 wk ahead cum death",50,55.3768557948481,"QNA3",4
0.75,2020-09-26,"29","1 wk ahead cum death",2054,1927.30346084432,"QNA3",4
0.75,2020-09-26,"45","1 wk ahead cum death",3323,3347.18670127396,"QNA3",4
0.75,2020-09-26,"47","1 wk ahead cum death",2374,2370.84917883785,"QNA3",4
0.75,2020-09-26,"16","1 wk ahead cum death",460,476.558044311983,"QNA3",4
0.75,2020-09-26,"42","1 wk ahead cum death",8083,8074.48931457459,"QNA3",4
0.75,2020-09-26,"22","1 wk ahead cum death",5444,5483.84145332217,"QNA3",4
0.75,2020-09-26,"35","1 wk ahead cum death",870,872.133206683032,"QNA3",4
0.75,2020-09-26,"31","1 wk ahead cum death",469,462.974819250295,"QNA3",4
0.75,2020-09-26,"38","1 wk ahead cum death",227,211.118099598422,"QNA3",4
0.75,2020-09-26,"US","1 wk ahead cum death",204986,204644.889362988,"QNA3",4
0.75,2020-09-26,"18","1 wk ahead cum death",3577,3594.68609764705,"QNA3",4
0.75,2020-09-26,"04","1 wk ahead cum death",5622,5620.07034594933,"QNA3",4
0.75,2020-09-26,"37","1 wk ahead cum death",3440,3422.66860957442,"QNA3",4
0.75,2020-09-26,"17","1 wk ahead cum death",8832,8849.95049129429,"QNA3",4
0.75,2020-09-26,"02","1 wk ahead cum death",52,49.5556840039443,"QNA3",4
0.75,2020-09-26,"23","1 wk ahead cum death",140,142.670918897012,"QNA3",4
0.75,2020-09-26,"06","1 wk ahead cum death",15583,15665.6663375407,"QNA3",4
0.75,2020-09-26,"32","1 wk ahead cum death",1582,1603.85831783863,"QNA3",4
0.75,2020-09-26,"50","1 wk ahead cum death",58,58.4874924916077,"QNA3",4
0.75,2020-09-26,"05","1 wk ahead cum death",1285,1294.67684447043,"QNA3",4
0.75,2020-09-26,"19","1 wk ahead cum death",1314,1322.90776910591,"QNA3",4
0.75,2020-09-26,"48","1 wk ahead cum death",15987,15787.5756357272,"QNA3",4
0.75,2020-09-26,"21","1 wk ahead cum death",1154,1162.60107665154,"QNA3",4
0.75,2020-09-26,"09","1 wk ahead cum death",4501,4509.24175783552,"QNA3",4
0.75,2020-09-26,"53","1 wk ahead cum death",2074,2096.35163936128,"QNA3",4
0.75,2020-09-26,"12","1 wk ahead cum death",14022,13946.2497997904,"QNA3",4
0.75,2020-09-26,"08","1 wk ahead cum death",2040,2042.76126426019,"QNA3",4
0.75,2020-09-26,"44","1 wk ahead cum death",1107,1105.81049644737,"QNA3",4
0.75,2020-09-26,"51","1 wk ahead cum death",3144,3195.36757446169,"QNA3",4
0.75,2020-09-26,"20","1 wk ahead cum death",635,647.297830635883,"QNA3",4
