"target_end_date","location","target","quantile","truth","value","model","window_size"
2020-11-21,"13","1 wk ahead inc case",0.1,23899,8961.26365707264,"EWA",4
2020-11-21,"13","1 wk ahead inc case",0.25,23899,11149.2055502093,"EWA",4
2020-11-21,"13","1 wk ahead inc case",0.5,23899,16067.9923588618,"EWA",4
2020-11-21,"13","1 wk ahead inc case",0.75,23899,20766.5338476178,"EWA",4
2020-11-21,"13","1 wk ahead inc case",0.9,23899,26165.6818708611,"EWA",4
2020-11-21,"13","1 wk ahead inc case",0.975,23899,36272.9585524482,"EWA",4
2020-11-21,"15","1 wk ahead inc case",0.025,602,236.103445839905,"EWA",4
2020-11-21,"15","1 wk ahead inc case",0.1,602,324.85386430599,"EWA",4
2020-11-21,"15","1 wk ahead inc case",0.25,602,423.338295889912,"EWA",4
2020-11-21,"15","1 wk ahead inc case",0.5,602,545.676613266179,"EWA",4
2020-11-21,"15","1 wk ahead inc case",0.75,602,726.454301309577,"EWA",4
2020-11-21,"15","1 wk ahead inc case",0.9,602,904.07098563653,"EWA",4
2020-11-21,"15","1 wk ahead inc case",0.975,602,1151.68742572934,"EWA",4
2020-11-21,"16","1 wk ahead inc case",0.025,9517,5922.65567557803,"EWA",4
2020-11-21,"16","1 wk ahead inc case",0.1,9517,6977.47750424789,"EWA",4
2020-11-21,"16","1 wk ahead inc case",0.25,9517,7870.97130637299,"EWA",4
2020-11-21,"16","1 wk ahead inc case",0.5,9517,8839.75159370777,"EWA",4
2020-11-21,"16","1 wk ahead inc case",0.75,9517,9913.22130122208,"EWA",4
2020-11-21,"16","1 wk ahead inc case",0.9,9517,10899.8180594585,"EWA",4
2020-11-21,"16","1 wk ahead inc case",0.975,9517,12064.5231532499,"EWA",4
2020-11-21,"17","1 wk ahead inc case",0.025,83301,68574.2678057851,"EWA",4
2020-11-21,"17","1 wk ahead inc case",0.1,83301,80698.8110441272,"EWA",4
2020-11-21,"17","1 wk ahead inc case",0.25,83301,89744.2833071336,"EWA",4
2020-11-21,"17","1 wk ahead inc case",0.5,83301,99552.7302547212,"EWA",4
2020-11-21,"17","1 wk ahead inc case",0.75,83301,109558.754128441,"EWA",4
2020-11-21,"17","1 wk ahead inc case",0.9,83301,118800.644025807,"EWA",4
2020-11-21,"17","1 wk ahead inc case",0.975,83301,129580.32572403,"EWA",4
