"target_end_date","location","target","model","location_name","ae","wgt_iw","wgt_pen_u","wgt_pen_l","wis"
2020-06-20,"01","1 wk ahead cum death","CovidAnalytics-DELPHI","Alabama",39,19.2172176728774,0,5.68328191085042,24.9004995837279
2020-06-20,"01","1 wk ahead cum death","COVIDhub-baseline","Alabama",19,3.06205408684522,0,7.8043704350087,10.8664245218539
2020-06-20,"01","1 wk ahead cum death","CU-select","Alabama",68,6.17565217391304,0,42.6086956521739,48.784347826087
2020-06-20,"01","1 wk ahead cum death","JHU_IDD-CovidSP","Alabama",18,5.24850217391305,0,3.87391304347826,9.12241521739131
2020-06-20,"01","1 wk ahead cum death","LANL-GrowthRate","Alabama",67.775769213878,10.2028880753605,0,31.6425249248859,41.8454130002464
2020-06-20,"01","1 wk ahead cum death","MOBS-GLEAM_COVID","Alabama",7.40503864093921,3.29429269417423,1.14942452373072,0,4.44371721790495
2020-06-20,"01","1 wk ahead cum death","PSI-DRAFT","Alabama",9,7.7691847826087,0.739130434782609,0,8.50831521739131
2020-06-20,"01","1 wk ahead cum death","UCLA-SuEIR","Alabama",19.7523379353978,3.69582648841675,0,6.99193890933011,10.6877653977469
2020-06-20,"01","1 wk ahead cum death","UMass-MechBayes","Alabama",8,6.46434782608696,0,0.695652173913043,7.16
2020-06-20,"01","1 wk ahead cum death","YYG-ParamSearch","Alabama",2.03179051777988,4.1371704189627,0.0883387181643427,0,4.22550913712704
2020-06-20,"02","1 wk ahead cum death","CovidAnalytics-DELPHI","Alaska",0,0.319601966957682,0,0,0.319601966957682
2020-06-20,"02","1 wk ahead cum death","COVIDhub-baseline","Alaska",2,0.149130434782609,0,1.10869565217391,1.25782608695652
2020-06-20,"02","1 wk ahead cum death","CU-select","Alaska",0,0.000869565217391305,0,0,0.000869565217391305
2020-06-20,"02","1 wk ahead cum death","JHU_IDD-CovidSP","Alaska",1,0.272608695652174,0,0.0434782608695652,0.316086956521739
2020-06-20,"02","1 wk ahead cum death","LANL-GrowthRate","Alaska",1.0156328744147,0.22734625010827,0,0.471354915756656,0.698701165864927
2020-06-20,"02","1 wk ahead cum death","MOBS-GLEAM_COVID","Alaska",0.172048650000001,0.0610288556247826,0,0.0634751160869565,0.124503971711739
2020-06-20,"02","1 wk ahead cum death","PSI-DRAFT","Alaska",0,0.041304347826087,0,0,0.041304347826087
2020-06-20,"02","1 wk ahead cum death","UCLA-SuEIR","Alaska",0.309329454040641,0.014151760299644,0,0.256883438445375,0.271035198745019
2020-06-20,"02","1 wk ahead cum death","UMass-MechBayes","Alaska",1,0.202173913043478,0,0.391304347826087,0.593478260869565
2020-06-20,"02","1 wk ahead cum death","YYG-ParamSearch","Alaska",0.315596434086542,0.0270442168489254,0,0.221808891585104,0.248853108434029
2020-06-20,"04","1 wk ahead cum death","CovidAnalytics-DELPHI","Arizona",273,26.7631659622901,0,153.933318831775,180.696484794065
2020-06-20,"04","1 wk ahead cum death","COVIDhub-baseline","Arizona",11,6.21882608695652,2.11739130434784,0,8.33621739130436
2020-06-20,"04","1 wk ahead cum death","CU-select","Arizona",130,8.72173913043478,0,97.1304347826087,105.852173913043
2020-06-20,"04","1 wk ahead cum death","JHU_IDD-CovidSP","Arizona",6,24.9941217391305,0.260869565217391,0,25.2549913043479
2020-06-20,"04","1 wk ahead cum death","LANL-GrowthRate","Arizona",53.07165087371,14.868792827262,0,14.1190048926143,28.9877977198763
2020-06-20,"04","1 wk ahead cum death","MOBS-GLEAM_COVID","Arizona",9.86806300014337,15.902118284928,0.429046217397538,0,16.3311645023256
2020-06-20,"04","1 wk ahead cum death","PSI-DRAFT","Arizona",33,20.6596717391304,3.74347826086956,0,24.40315
2020-06-20,"04","1 wk ahead cum death","UCLA-SuEIR","Arizona",26.8761880780035,6.34338312202325,7.21550273658508,0,13.5588858586083
2020-06-20,"04","1 wk ahead cum death","UMass-MechBayes","Arizona",20,15.0739130434783,0,2.08695652173913,17.1608695652174
2020-06-20,"04","1 wk ahead cum death","YYG-ParamSearch","Arizona",30.5928529340256,7.91668691055785,8.4511605548001,0,16.3678474653579
2020-06-20,"05","1 wk ahead cum death","CovidAnalytics-DELPHI","Arkansas",15,6.80200499796223,2.31339826057824,0,9.11540325854046
2020-06-20,"05","1 wk ahead cum death","COVIDhub-baseline","Arkansas",24,1.10325669561043,19.0869617391826,0,20.190218434793
2020-06-20,"05","1 wk ahead cum death","CU-select","Arkansas",7,2.51826086956522,1.34782608695652,0,3.86608695652174
2020-06-20,"05","1 wk ahead cum death","JHU_IDD-CovidSP","Arkansas",19,2.34203695652174,7.8695652173913,0,10.211602173913
2020-06-20,"05","1 wk ahead cum death","LANL-GrowthRate","Arkansas",8.92068936211601,3.42230453002681,1.58225995706252,0,5.00456448708933
2020-06-20,"05","1 wk ahead cum death","MOBS-GLEAM_COVID","Arkansas",26.9737584824387,1.74744409099459,19.3813447396414,0,21.128788830636
2020-06-20,"05","1 wk ahead cum death","PSI-DRAFT","Arkansas",32,3.6875,14.5217391304348,0,18.2092391304348
2020-06-20,"05","1 wk ahead cum death","UCLA-SuEIR","Arkansas",21.3776067494426,1.15631219482118,16.6985450237697,0,17.8548572185908
2020-06-20,"05","1 wk ahead cum death","UMass-MechBayes","Arkansas",18,2.19608695652174,7.73913043478261,0,9.93521739130435
2020-06-20,"05","1 wk ahead cum death","YYG-ParamSearch","Arkansas",25.5691543307984,1.23011705127251,19.4617195485288,0,20.6918365998013
2020-06-20,"06","1 wk ahead cum death","CovidAnalytics-DELPHI","California",164,72.2794626394594,0,27.224739124501,99.5042017639604
2020-06-20,"06","1 wk ahead cum death","COVIDhub-baseline","California",52,9.36428260869562,0,21.2478260869566,30.6121086956522
2020-06-20,"06","1 wk ahead cum death","CU-select","California",267,17.7578260869565,0,201.260869565217,219.018695652174
2020-06-20,"06","1 wk ahead cum death","JHU_IDD-CovidSP","California",222,81.393404347826,0,57.9913043478263,139.384708695652
2020-06-20,"06","1 wk ahead cum death","LANL-GrowthRate","California",90.48369806745,31.9569185144959,0,19.4834451735464,51.4403636880423
2020-06-20,"06","1 wk ahead cum death","MOBS-GLEAM_COVID","California",21.75074539653,9.40749968608968,3.22772068783485,0,12.6352203739245
2020-06-20,"06","1 wk ahead cum death","PSI-DRAFT","California",63,45.3410260869565,6.09565217391308,0,51.4366782608696
2020-06-20,"06","1 wk ahead cum death","UCLA-SuEIR","California",39.3128481347276,15.8968759936391,6.38393233887153,0,22.2808083325106
2020-06-20,"06","1 wk ahead cum death","UMass-MechBayes","California",14,19.0952173913043,0,0.956521739130435,20.0517391304348
2020-06-20,"06","1 wk ahead cum death","YYG-ParamSearch","California",9.39049649925619,16.9964156185361,0.746096920120102,0,17.7425125386562
2020-06-20,"08","1 wk ahead cum death","CovidAnalytics-DELPHI","Colorado",4,8.48480845648157,0,0.173913043478261,8.65872149995983
2020-06-20,"08","1 wk ahead cum death","COVIDhub-baseline","Colorado",20,8.92054130434783,0,4.72173913043478,13.6422804347826
2020-06-20,"08","1 wk ahead cum death","CU-select","Colorado",5,1.98913043478261,0,0.652173913043478,2.64130434782609
2020-06-20,"08","1 wk ahead cum death","JHU_IDD-CovidSP","Colorado",4,4.1929347826087,0,0.260869565217391,4.45380434782609
2020-06-20,"08","1 wk ahead cum death","LANL-GrowthRate","Colorado",1.10741102744987,4.83733949365797,0,0.0481483055412987,4.88548779919927
2020-06-20,"08","1 wk ahead cum death","MOBS-GLEAM_COVID","Colorado",15.0213092213089,6.34139994450335,0,2.73967026207142,9.08107020657477
2020-06-20,"08","1 wk ahead cum death","PSI-DRAFT","Colorado",9,7.88479130434783,0,0.739130434782609,8.62392173913044
2020-06-20,"08","1 wk ahead cum death","UCLA-SuEIR","Colorado",6.62019847966462,2.33326999076315,0,1.24143371522076,3.57470370598391
